comment,complaint_cluster
فته شاورما عليها صلصة مكرونه مش فاهم إيه دي و الساندوتش الحجم الكبير هو و الوسط واحد تحسه أطفالي و التوميه العلب ناقصه مش عارف المفروض أقول إيه للأسف من كتر الجوع اكلته لاكن غير كده كنت رجعت الاوردر كله الحاجة الوحيدة إللي حلوه الشاورما,طلب_غلط تسمم_غذائي
الفراخ المشوية حكاية تسلم ايديهم فعلا وكميه محترمه,
الاكل حلو بس الكمية قليلة علي السعر,كمية_قليلة
اكل جميل توصيل في الميعاد,
الاكل من فرع السيوف وحش جدا جدا جدااا بجد متبهدل ومالوش طعم وحاجة تقرف بجد,نظافة_سيئة
البصل كتير اوفر لدرجه انه اكتر من الشاورما,
الوحبه متستهاش السعر ده,
اولا الطعم ممتاز ثانيا ال ١٢ قطعه منهم لايقل عن ٤ او ٥ قطع شبه فاضيين وصغيرين جدا البطاطس كانت عبارة عن كمية قليلة و باردة جدا شكرا واتمني المرة اللي جاية تبقي افضل,طعم_سيئ حرارة_غير_مناسبة كمية_قليلة
الاكل وصل بارد متلج والرز معلقتين بالعدد,حرارة_غير_مناسبة
كنت طالبة اضافة تومية ولكن لم يتم,
حجم المناقيش صغير جداااا شاورما فراخ جميلة,كمية_قليلة
الفرخة كانت صغبرة جدا جدا جدا جدددددا,
بتعمل دايما رائعبس المره دى العيش كان. بايت,طعم_سيئ
J,
حلو بس لو يتوصوا بالاكل اكتر و يزودوا شاورما شوية مثلاً هيبقى احلى بكتير,
الدجاج المشوي سئ,
الاكل وصل بارد جدااا و مثلج رغم انه يبعد عني ١٠ دقايق بالكتير الفراخ ظفرة جدا و دا اول مرة يحصل من السلطان ايوب اعتقد دي مشكلة فرع فقط اللحمة سادة خالص و مفيش صوصات و مكونات عليها حاجة غير المتعودين عليها ابدا من السلطان ايوب اعتقد لن يتم التجربة,طعم_سيئ حرارة_غير_مناسبة
الكمية غير كافية الساندوتش حجمة صغير جدا,كمية_قليلة
جامد,
الاكل جه بارد جدا,حرارة_غير_مناسبة
كل حاجه كويسه جدا,
😍,
الطلب اتأخر جداً,تأخير_طلب
الاكل وصل من غير رز الكمية صغيرة جدا الفرخة تحس انها ربع كيلو,كمية_قليلة
ياريت الساندويتش يكبر شوية,
الساندويتشات حلوة اوى والفراخ المشوية طعمها حلو جدا بس صغيرة اوى ومتستاهلش السعر الكبير اوى ده,كمية_قليلة
الاكل سئ جدا . سندوتش الشاورما مش مليان حشو خالص ... وفتة الشاورما جاية ناقصة ونص الطبق فاضى,طلب_غلط
صغيره الحجم,كمية_قليلة
طلبت فته شاورما لحمه جالي سندوتش ليس مثل الصوره الاكل بارد جدا,حرارة_غير_مناسبة
Perfection 👏🏻,
gr,
الاكل بارد و وصل متاخر جدا,حرارة_غير_مناسبة
الطعم مش زي زمان وبقى تقيل ومزيت ليه مش عارف,
الاكل حلو اوي,
الاكل بارد جدا,حرارة_غير_مناسبة
وحش وحش وحش,
غير راضي تماما عن للاوردر فتة شاورما بدون شاورما,
👍,
الفراخ نشفة جدا,
المطعم مش كويس بالمرة,طعم_سيئ
بطاطس ناشفه و ما تتاكلش و الشورما نصها محروق …,فساد_الطعام حرارة_غير_مناسبة
الدليفري محترم و مظهر لائق و وصل قبل الوقت كمان شخصية محترمة,
جيد جدا,
الطعم مكنش حلو اوي و الرز كان فيه حاجة غلط,طلب_غلط
انا طلبت طبق شيش طاووق جالي ساندويتش ازاي كدا,
الاكل كانه في طعم بايظ طفله خمس سنوات تقولي طعمه وحش قوي وبايظ حتي الاطفال وصلها والعيش وحش جدا,طعم_سيئ فساد_الطعام
السعر عالي,
احلى مرة طلبت فيها فراخ تحفة فعلا شكرا جدا,طعم_سيئ
الاكل فوق التحفه جميل وسخن ومميز جدا والتوصيل محترم جدا وسريع و,نظافة_سيئة
طلبت سندوتش اسبيشيال لحم السلطان جالى شاورما فراخ,
مبعرفش اكل الشاورما والفتة غير من عندهم 😋❤️,
مكان التوصيل بعدي جداً مع ان في كذا فرع قريبين,
الساندوتش كان مش زي العادي الحشو كان قليل جدا,كمية_قليلة
محترم جدآ,
"جودة الطعام ومعايير النظافة اصبحت رديئة وادني مايكون لاينصح بتناوله حفاظا علي الصحة رائحة الطعام فاسدة Terrible experience ended with illness, don't ever try it !!!!!!",فساد_الطعام
السعر غالي ع السندوتشات,سعر_غالي
اوردر ناقص,طلب_غلط
الشاورما السندوتش فاضى شويه,
العشق 🥰,
السلطات غير طازجة و دون المستوى على اسم وسمعة مطعم مثل سلطان ايوب,
مطعم زفت خطا ف اعداد الطلب,
الاوردر كان فيه دبان,نظافة_سيئة
فتة شورما دجاج و كول سلو ..رديء جدا جدا,
جودة الأكل دايما بتقل و جه متأخر و سواق سخيف,تأخير_طلب
التوصيل زفت خدمه سيء الوقت طويل لارسال الاوردر,تأخير_طلب
🥰تحفه,
فتوش كان مذهل. شكرا,
جاااااااحد والله جامد جدا 😍😍,
رائع جدا,
مذاق ممتاز و توصيل سريع,
عدم ارتاد الكمامة,
طلبت ساندوتشين شاورما فراخ واحد لارج والتاني اكس لارج، الساندوتش الاكس لارج مكانش يتاكل بصراحة يعني مليان جلد ومفهوش صوص وفيه حاجات محروقة، اللارج كان طعمه جميل بصراحة.. اتمنى ميتكررش الكلام ده تاني.,حرارة_غير_مناسبة
وحش جداً و اخواتي كلهم و انا بطننا بتوجعنا و الأكل كان وحش جداً و كلنا تعبانين جداً بسببو,
الاكل سىء,
الساندوتش كان ناشف مش جوسى والحشو قليل جدا ووصل ساقع,فساد_الطعام حرارة_غير_مناسبة كمية_قليلة
الدليفري زوق جدا,
عالمي 😍,
اسوء شاورما كلتها في حياتي والله اترمت,
حبيبي يا عمو ايووب الاكل جميل انا بقيت مدمن أكل من عندك🤩❤,
الاكل جميل,
مظبوط,
بجد انا مش متصور يكون مطعم في القذارة دي قشر بصل وعنق طماطم الاخضر في السندوتشات,
طيار محترم متواضع متعاون جدآ 👌♥️,
السندوتشات جت من غير هالبينو وبخضار,
كله قمر,طعم_سيئ
حلو جداااا🥰🔥,
اسوأ مرة اجيب من السلطان ايوب الساندوتش فى طعم حاجة بايظة و طعمها مر وقطع الشاورمة محروقة متفحمة وريحة الساندوتش صعبة اوى !! انا متعود اجيب منه بس اول مرة يطلع كده معرفش ليه !!!!,طعم_سيئ فساد_الطعام حرارة_غير_مناسبة
المطعم بطيييييييييييييء جدا جدا جابلي الاوردر قبل اذان الفجر بربع ساعة و كمان الطيار كان ظاهرلي من بدري انه خرج من المطعم و راح اماكن ابعد من المكان اللي المفروص يسلم فيه الاوردر,
الساندوتش طعمه سيء جدا وبايت والملح فيه كتير اوووي مش هتعامل معاكوا تاني ابدا !!!!,
الطلب وصل بدون الإضافات المدفوع ثمنها,
اتأخر جامد فوق الساعة + الدليفري مش معاه فكه فدفعت حوالي ١٠ زيادة,تأخير_طلب
جميل جدا شكرا بس الطحينه كانت زياده ملح شويه,
الاكل كان سخن وحلو اوى وتغليفه تحفه,
الشاورما لحم مو حلوة و الفتوش مو حلو بس شاورما دياي حلوة,
❤️,
جيد,
الاكل جاه بارد,حرارة_غير_مناسبة
فتة الشاورما مقرفة و الصوص اللي عليها مقرف محستش بطعم الفراخ أصلا,طعم_سيئ نظافة_سيئة
سيء سيء سيء الاكل زي الزفت مش حلو خالص واكلت في الفرع طلبت حاجه جابولي حاجه تانيه ولما جيت اتكلم وكنت زعلانه جدا عشان كنت جعانه كل مره ييجي واحد يديك مبرر غريب مستفزين,طعم_سيئ
حلو,
